Id,Accidents,Body_type,Year,Fuel_economy_combined,Days_on_market,Rating,Distance,Color,Drivetrain,Engine,Make,Mileage,Model,Transmission,Additional_features,Previous_owners,Price_drops,Photos,Seats,Seller_type,Trim,Price
271936521,0,Sedan,2017,29 MPG,37,GREAT_PRICE,97.736984,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,49516,Sonic,Automatic,5,2,,True,5,DEALER,LT Sedan FWD,7495.0
273738682,0,Sedan,2009,27 MPG,10,GREAT_PRICE,171.23712,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,132196,Malibu,Automatic,5,2,,True,5,DEALER,LTZ FWD,3997.0
272560966,2,Sedan,2015,26 MPG,28,GREAT_PRICE,116.38247,BROWN,FRONT_WHEEL_DRIVE,I4,Chevrolet,20833,Impala,Automatic,6,1,,True,5,DEALER,LTZ 1LZ FWD,15995.0
268734916,2,Sedan,2012,,97,GREAT_PRICE,13.022558,BLACK,REAR_WHEEL_DRIVE,V6,Chevrolet,71347,Caprice,6-Speed Automatic,1,1,,True,5,DEALER,Police Sedan RWD,5995.0
269505576,0,Sedan,2017,31 MPG,86,GREAT_PRICE,126.89147,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,31152,Malibu,6-Speed Automatic,4,1,,True,5,DEALER,LT FWD,12925.0
271640406,0,Sedan,2016,35 MPG,43,GREAT_PRICE,133.67046,WHITE,FRONT_WHEEL_DRIVE,I4,Chevrolet,29872,Cruze,Automatic,8,2,,True,5,DEALER,LT Sedan FWD,10797.0
271360878,0,Sedan,2014,,49,GREAT_PRICE,52.489605,RED,FRONT_WHEEL_DRIVE,V6,Chevrolet,98253,Impala,6-Speed Automatic,10,1,True,True,5,DEALER,LTZ 2LZ FWD,10857.0
274660124,0,Sedan,2013,,0,GREAT_PRICE,107.62444,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,65401,Malibu,6-Speed Automatic,2,2,,True,5,DEALER,1LT FWD,7800.0
271352555,0,Sedan,2019,32 MPG,49,GREAT_PRICE,185.9232,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,31263,Malibu,Continuously Variable Transmission,6,,,True,5,DEALER,LT FWD,14995.0
273696360,0,Sedan,2010,22 MPG,10,GREAT_PRICE,142.63087,WHITE,FRONT_WHEEL_DRIVE,V6,Chevrolet,84868,Impala,4-Speed Automatic,5,3,,True,6,DEALER,LTZ FWD,4995.0
272403776,0,Sedan,2016,32 MPG,30,GREAT_PRICE,42.74847,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,58564,Malibu,6-Speed Automatic,4,1,,,5,DEALER,1LT FWD,9998.0
272403780,0,Sedan,2017,35 MPG,30,GREAT_PRICE,42.74847,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,43248,Cruze,6-Speed Automatic,4,1,,True,5,DEALER,LS Sedan FWD,8998.0
265274395,0,Sedan,2014,26 MPG,134,GREAT_PRICE,102.06816,BLUE,FRONT_WHEEL_DRIVE,I4,Chevrolet,71447,Impala,Automatic,3,3,,True,5,DEALER,LS FWD,10000.0
268424972,0,Sedan,2017,38 MPG,100,GREAT_PRICE,52.1481,BLUE,FRONT_WHEEL_DRIVE,I4,Chevrolet,20283,Cruze,9-Speed Automatic,10,1,True,True,5,DEALER,LT Diesel Sedan FWD,14490.0
265108553,0,Sedan,2016,,136,GREAT_PRICE,96.619156,WHITE,FRONT_WHEEL_DRIVE,I4,Chevrolet,70087,Cruze Limited,6-Speed Automatic,5,2,,,5,DEALER,2LT FWD,7999.0
268129151,0,Sedan,2016,35 MPG,103,GREAT_PRICE,122.73602,WHITE,FRONT_WHEEL_DRIVE,I4,Chevrolet,57161,Cruze,Automatic,9,1,,True,5,DEALER,Premier Sedan FWD,11299.0
274623904,1,Sedan,2010,,0,GREAT_PRICE,170.61105,UNKNOWN,FRONT_WHEEL_DRIVE,I4,Chevrolet,127550,Malibu,4-Speed Automatic Overdrive,2,3,,True,5,DEALER,LS FWD,2995.0
232795897,0,Sedan,2017,35 MPG,485,GREAT_PRICE,4.0405464,UNKNOWN,FRONT_WHEEL_DRIVE,I4,Chevrolet,27500,Cruze,Automatic,4,3,,True,5,DEALER,LT Sedan FWD,10999.0
271159207,0,Sedan,2017,35 MPG,52,GREAT_PRICE,42.74847,UNKNOWN,FRONT_WHEEL_DRIVE,I4,Chevrolet,45516,Cruze,6-Speed Automatic,4,1,,True,5,DEALER,LT Sedan FWD,9998.0
272866450,0,Sedan,2017,31 MPG,22,GREAT_PRICE,133.67046,GRAY,FRONT_WHEEL_DRIVE,I4,Chevrolet,35324,Malibu,Automatic,7,1,,True,5,DEALER,LT FWD,12999.0
271246456,0,Sedan,2016,35 MPG,50,GREAT_PRICE,133.67046,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,54195,Cruze,Automatic,7,1,,True,5,DEALER,LT Sedan FWD,10167.0
273575486,0,Sedan,2010,,13,GREAT_PRICE,181.50722,BLACK,FRONT_WHEEL_DRIVE,V6,Chevrolet,170534,Impala,4-Speed Automatic Overdrive,4,3,,True,6,DEALER,LT FWD,2786.0
273855156,0,Sedan,2017,34 MPG,9,GREAT_PRICE,131.70798,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,41323,Cruze,Automatic,6,2,,True,5,DEALER,Premier Sedan FWD,11500.0
270467960,0,Sedan,2017,35 MPG,69,GREAT_PRICE,42.74847,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,46844,Cruze,6-Speed Automatic,4,1,,True,5,DEALER,LS Sedan FWD,8998.0
272257174,0,Sedan,2017,31 MPG,32,GREAT_PRICE,42.74847,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,78764,Malibu,6-Speed Automatic,4,1,,True,5,DEALER,LT FWD,9998.0
271662250,0,Sedan,2016,32 MPG,43,GREAT_PRICE,22.634085,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,19442,Malibu,6-Speed Automatic,5,1,,True,5,DEALER,1LT FWD,13291.0
269677794,1,Sedan,2017,35 MPG,84,GREAT_PRICE,122.73602,GRAY,FRONT_WHEEL_DRIVE,I4,Chevrolet,35913,Cruze,Automatic,4,1,,True,5,DEALER,LT Sedan FWD,10994.0
270133183,0,Sedan,2017,35 MPG,78,GREAT_PRICE,42.74847,BLUE,FRONT_WHEEL_DRIVE,I4,Chevrolet,47509,Cruze,6-Speed Automatic,4,1,,True,5,DEALER,LS Sedan FWD,8998.0
269696800,0,Sedan,2014,24 MPG,84,GREAT_PRICE,154.2041,RED,FRONT_WHEEL_DRIVE,V6,Chevrolet,84865,Impala,Automatic,9,2,,True,5,DEALER,LTZ 2LZ FWD,13489.0
273431479,0,Sedan,2015,,15,GREAT_PRICE,149.26051,WHITE,FRONT_WHEEL_DRIVE,I4,Chevrolet,73766,Malibu,6-Speed Automatic,3,2,,,5,DEALER,1LT FWD,8699.0
272207550,0,Sedan,2017,31 MPG,33,GREAT_PRICE,185.9232,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,80327,Malibu,Automatic,4,1,,,5,DEALER,LS Fleet FWD,9995.0
273423741,1,Sedan,2017,35 MPG,15,GREAT_PRICE,102.84176,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,52939,Cruze,Automatic,4,2,,True,5,DEALER,LT Sedan FWD,9995.0
249112034,1,Sedan,2014,,313,GREAT_PRICE,178.03717,GRAY,FRONT_WHEEL_DRIVE,I4,Chevrolet,79000,Malibu,6-Speed Automatic,3,2,,True,5,DEALER,1LT FWD,7995.0
260986938,1,Sedan,2016,32 MPG,185,GREAT_PRICE,187.19029,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,41929,Malibu,Automatic,5,1,,True,5,DEALER,1LT FWD,11997.0
267426221,0,Sedan,2016,31 MPG,111,GREAT_PRICE,135.0606,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,89908,Cruze Limited,6-Speed Automatic Overdrive,3,2,,True,5,DEALER,1LT FWD,6750.0
270940890,2,Sedan,2016,35 MPG,57,GREAT_PRICE,42.74847,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,37524,Cruze,6-Speed Automatic,4,1,,True,5,DEALER,LS Sedan FWD,8998.0
257957324,0,Sedan,2016,32 MPG,219,GREAT_PRICE,177.36815,BLUE,FRONT_WHEEL_DRIVE,I4,Chevrolet,28738,Malibu,6-Speed Automatic,5,2,,True,5,DEALER,1LT FWD,12787.0
270418340,1,Sedan,2012,27 MPG,70,GREAT_PRICE,90.85046,GOLD,FRONT_WHEEL_DRIVE,I4,Chevrolet,106556,Malibu,Automatic,2,6,,True,5,DEALER,1LT FWD,4200.0
254897191,0,Sedan,2015,30 MPG,253,GREAT_PRICE,56.005234,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,77139,Malibu,6-Speed Automatic Overdrive,3,2,,True,5,DEALER,LS FWD,8298.0
272818844,0,Sedan,2014,31 MPG,23,GREAT_PRICE,106.444374,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,82249,Cruze,Automatic,4,2,,True,5,DEALER,1LT Sedan FWD,6500.0
264770842,1,Sedan,2015,,140,GREAT_PRICE,29.085087,SILVER,FRONT_WHEEL_DRIVE,V6,Chevrolet,55226,Impala,6-Speed Automatic,3,3,,True,5,DEALER,2LT FWD,12495.0
272799889,0,Sedan,2016,35 MPG,23,GREAT_PRICE,158.62885,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,37391,Cruze,Automatic,4,2,True,True,5,DEALER,LT Sedan FWD,10900.0
265543257,1,Sedan,2017,35 MPG,130,GREAT_PRICE,159.54106,BLUE,FRONT_WHEEL_DRIVE,I4,Chevrolet,32730,Cruze,Automatic,4,2,,True,5,DEALER,LT Sedan FWD,11845.0
271937276,0,Sedan,2017,31 MPG,37,GREAT_PRICE,145.14746,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,8991,Malibu,6-Speed Automatic,5,1,,True,5,DEALER,LT FWD,14750.0
272866448,1,Sedan,2017,34 MPG,22,GREAT_PRICE,133.67046,GRAY,FRONT_WHEEL_DRIVE,I4,Chevrolet,45072,Cruze,Automatic,16,2,,True,5,DEALER,Premier Sedan FWD,11290.0
270916488,0,Sedan,2017,31 MPG,57,GREAT_PRICE,168.22067,UNKNOWN,FRONT_WHEEL_DRIVE,I4,Chevrolet,32699,Malibu,Automatic,6,1,,True,5,DEALER,LT FWD,13789.0
274341082,1,Sedan,2020,32 MPG,3,GREAT_PRICE,168.6315,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,14684,Malibu,Automatic,5,1,True,True,5,DEALER,LT FWD,19873.0
232293059,0,Sedan,2016,,491,GREAT_PRICE,187.94482,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,51750,Malibu,6-Speed Automatic,6,1,,True,5,DEALER,Limited LT FWD,10900.0
274576337,0,Sedan,2019,23 MPG,0,GREAT_PRICE,140.99529,SILVER,FRONT_WHEEL_DRIVE,V6,Chevrolet,20521,Impala,6-Speed Automatic Overdrive,8,,,True,5,DEALER,Premier FWD,20997.0
271990872,0,Sedan,2017,35 MPG,37,GREAT_PRICE,42.74847,WHITE,FRONT_WHEEL_DRIVE,I4,Chevrolet,51558,Cruze,6-Speed Automatic,4,1,,True,5,DEALER,LS Sedan FWD,8998.0
267325594,0,Sedan,2016,35 MPG,112,GREAT_PRICE,127.32041,BLUE,FRONT_WHEEL_DRIVE,I4,Chevrolet,22571,Cruze,6-Speed Automatic,4,1,True,True,5,DEALER,LT Sedan FWD,11675.0
271990875,2,Sedan,2016,32 MPG,37,GREAT_PRICE,42.74847,BLUE,FRONT_WHEEL_DRIVE,I4,Chevrolet,49425,Malibu,6-Speed Automatic,4,1,,True,5,DEALER,LS FWD,9998.0
268255553,0,Sedan,2016,32 MPG,101,GREAT_PRICE,101.7094,UNKNOWN,FRONT_WHEEL_DRIVE,I4,Chevrolet,27191,Malibu,6-Speed Automatic,7,2,,True,5,DEALER,1LT FWD,13900.0
273438481,1,Sedan,2013,30 MPG,15,GREAT_PRICE,177.53291,GRAY,FRONT_WHEEL_DRIVE,I4,Chevrolet,113263,Malibu,6-Speed Automatic Overdrive,3,2,,,5,DEALER,Eco 1SA FWD,5499.0
267271171,0,Sedan,2017,31 MPG,113,GREAT_PRICE,64.032265,GRAY,FRONT_WHEEL_DRIVE,I4,Chevrolet,54512,Malibu,6-Speed Automatic,7,1,,True,5,DEALER,LT FWD,12800.0
271159206,0,Sedan,2017,35 MPG,52,GREAT_PRICE,42.74847,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,53091,Cruze,6-Speed Automatic,4,1,,True,5,DEALER,LT Sedan FWD,9998.0
256661584,0,Sedan,2017,35 MPG,233,GREAT_PRICE,126.89147,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,26541,Cruze,6-Speed Automatic,4,1,,True,5,DEALER,LS Sedan FWD,10895.0
271618118,0,Sedan,2017,35 MPG,44,GREAT_PRICE,42.74847,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,73394,Cruze,6-Speed Automatic,4,1,,True,5,DEALER,LS Sedan FWD,7998.0
274364405,,Sedan,2015,31 MPG,2,GREAT_PRICE,131.2519,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,75157,Cruze,6-Speed Automatic Overdrive,10,,True,True,5,DEALER,LTZ Sedan FWD,8994.0
274576336,0,Sedan,2019,23 MPG,0,GREAT_PRICE,140.99529,RED,FRONT_WHEEL_DRIVE,V6,Chevrolet,26065,Impala,6-Speed Automatic Overdrive,7,,,True,5,DEALER,Premier FWD,20499.0
263960305,0,Sedan,2015,31 MPG,149,GREAT_PRICE,146.76349,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,61275,Cruze,Automatic,12,4,,True,5,DEALER,LTZ Sedan FWD,9800.0
274576335,0,Sedan,2019,23 MPG,0,GREAT_PRICE,140.99529,BLACK,FRONT_WHEEL_DRIVE,V6,Chevrolet,24359,Impala,6-Speed Automatic Overdrive,8,,,True,5,DEALER,Premier FWD,20699.0
272738481,0,Sedan,2016,31 MPG,24,GREAT_PRICE,10.358633,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,45507,Cruze Limited,Automatic,9,1,,True,5,DEALER,1LT FWD,8990.0
274576338,0,Sedan,2019,23 MPG,0,GREAT_PRICE,140.99529,SILVER,FRONT_WHEEL_DRIVE,V6,Chevrolet,24664,Impala,6-Speed Automatic Overdrive,8,,,True,5,DEALER,Premier FWD,20699.0
271118828,0,Sedan,2018,34 MPG,52,GREAT_PRICE,185.9232,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,10994,Cruze,Automatic,6,1,,,5,DEALER,LT Sedan FWD,12995.0
272866455,0,Sedan,2017,34 MPG,22,GREAT_PRICE,133.67046,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,58406,Cruze,Automatic,6,2,,True,5,DEALER,Premier Sedan FWD,11115.0
274521507,0,Sedan,2012,31 MPG,1,GREAT_PRICE,127.2938,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,93581,Cruze,Automatic,2,2,,,5,DEALER,LTZ Sedan FWD,6300.0
273182416,0,Sedan,2016,32 MPG,18,GREAT_PRICE,173.4673,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,34298,Malibu,Automatic,6,2,True,True,5,DEALER,1LT FWD,12995.0
272385550,0,Sedan,2018,31 MPG,30,GREAT_PRICE,125.09584,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,18761,Malibu,6-Speed Automatic,3,1,,True,5,DEALER,LS FWD,13999.0
274604209,0,Sedan,2019,23 MPG,0,GREAT_PRICE,139.69957,SILVER,FRONT_WHEEL_DRIVE,V6,Chevrolet,18899,Impala,Automatic,5,,,True,5,DEALER,Premier FWD,20997.0
260504499,0,Sedan,2017,35 MPG,190,GREAT_PRICE,8.591505,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,60933,Cruze,6-Speed Automatic,6,1,,True,5,DEALER,LT Sedan FWD,9773.0
271045623,0,Sedan,2017,35 MPG,54,GREAT_PRICE,16.76778,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,67443,Cruze,6-Speed Automatic,5,2,,True,5,DEALER,LT Sedan FWD,9845.0
266079522,1,Sedan,2014,31 MPG,125,GREAT_PRICE,122.836685,WHITE,FRONT_WHEEL_DRIVE,I4,Chevrolet,62090,Cruze,Automatic,3,2,,,5,DEALER,1LT Sedan FWD,6995.0
274612918,2,Sedan,2013,,0,GREAT_PRICE,153.62743,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,138363,Malibu,6-Speed Automatic,4,3,,True,5,DEALER,2LT FWD,4996.0
264527802,2,Sedan,2012,27 MPG,142,GREAT_PRICE,103.95867,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,71345,Malibu,6-Speed Automatic,3,5,,True,5,PRIVATE,LS FWD,4199.0
268864815,0,Sedan,2015,30 MPG,95,GREAT_PRICE,196.73256,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,116725,Malibu,6-Speed Automatic Overdrive,5,3,True,True,5,DEALER,LTZ 1LZ FWD,7899.0
270735161,0,Sedan,2017,31 MPG,61,GREAT_PRICE,108.00245,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,70414,Malibu,6-Speed Automatic,4,1,,True,5,DEALER,LS Fleet FWD,10999.0
271563631,0,Sedan,2017,35 MPG,45,GREAT_PRICE,8.037605,BLUE,FRONT_WHEEL_DRIVE,I4,Chevrolet,24136,Cruze,6-Speed Automatic,4,1,,True,5,DEALER,LT Sedan FWD,11693.0
270279873,0,Sedan,2015,30 MPG,73,GREAT_PRICE,38.34205,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,33465,Malibu,6-Speed Automatic Overdrive,7,2,,True,5,DEALER,2LT FWD,11931.0
267537437,0,Sedan,2019,23 MPG,109,GREAT_PRICE,165.027,SILVER,FRONT_WHEEL_DRIVE,V6,Chevrolet,34297,Impala,6-Speed Automatic Overdrive,7,1,,True,5,DEALER,Premier FWD,19798.0
261260403,0,Sedan,2016,,182,GREAT_PRICE,187.15822,UNKNOWN,FRONT_WHEEL_DRIVE,I4,Chevrolet,61230,Cruze Limited,6-Speed Automatic,9,1,,True,5,DEALER,LTZ FWD,9490.0
257385419,1,Sedan,2015,31 MPG,225,GREAT_PRICE,118.00065,GRAY,FRONT_WHEEL_DRIVE,I4,Chevrolet,53001,Cruze,6-Speed Automatic Overdrive,6,3,,True,5,DEALER,LTZ Sedan FWD,9992.0
272531919,0,Sedan,2017,35 MPG,28,GREAT_PRICE,12.710085,GRAY,FRONT_WHEEL_DRIVE,I4,Chevrolet,23860,Cruze,6-Speed Automatic,7,1,True,True,5,DEALER,LT Sedan FWD,12051.0
265995373,1,Sedan,2016,,126,GREAT_PRICE,109.15854,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,68500,Malibu,6-Speed Automatic,3,2,,True,5,DEALER,Limited LT FWD,10000.0
271460479,0,Sedan,2017,34 MPG,46,GREAT_PRICE,106.82489,WHITE,FRONT_WHEEL_DRIVE,I4,Chevrolet,40715,Cruze,Automatic,6,2,,True,5,DEALER,Premier Sedan FWD,12300.0
274067488,0,Sedan,2016,35 MPG,7,GREAT_PRICE,8.037605,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,30262,Cruze,6-Speed Automatic,4,1,,True,5,DEALER,LS Sedan FWD,9989.0
257957143,0,Sedan,2016,32 MPG,219,GREAT_PRICE,177.36815,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,33574,Malibu,6-Speed Automatic,5,3,,True,5,DEALER,1LT FWD,12887.0
257957341,0,Sedan,2018,34 MPG,219,GREAT_PRICE,177.36815,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,12945,Cruze,6-Speed Automatic,5,2,,True,5,DEALER,LT Sedan FWD,12887.0
271891958,0,Sedan,2019,23 MPG,38,GREAT_PRICE,165.027,SILVER,FRONT_WHEEL_DRIVE,V6,Chevrolet,27279,Impala,6-Speed Automatic Overdrive,7,1,,True,5,DEALER,Premier FWD,20577.0
267630186,0,Sedan,2015,31 MPG,108,GREAT_PRICE,49.158993,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,93526,Cruze,Automatic,5,2,True,True,5,DEALER,2LT Sedan FWD,7200.0
271640430,1,Sedan,2016,35 MPG,43,GREAT_PRICE,133.67046,GRAY,FRONT_WHEEL_DRIVE,I4,Chevrolet,41512,Cruze,Automatic,4,2,,True,5,DEALER,LT Sedan FWD,10576.0
255094509,0,Sedan,2017,35 MPG,251,GREAT_PRICE,118.2827,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,49699,Cruze,6-Speed Automatic,5,2,,True,5,DEALER,LT Sedan FWD,10998.0
272757590,0,Sedan,2018,34 MPG,24,GREAT_PRICE,125.66125,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,57848,Cruze,6-Speed Automatic,4,1,True,True,5,DEALER,LT Sedan FWD,10495.0
263313005,0,Sedan,2016,35 MPG,156,GREAT_PRICE,122.73602,BLUE,FRONT_WHEEL_DRIVE,I4,Chevrolet,71066,Cruze,Automatic,4,1,True,True,5,DEALER,LS Sedan FWD,8550.0
274604211,0,Sedan,2019,23 MPG,0,GOOD_PRICE,139.69957,BLACK,FRONT_WHEEL_DRIVE,V6,Chevrolet,21068,Impala,Automatic,4,,,True,5,DEALER,Premier FWD,20899.0
272463122,1,Sedan,2017,,29,GOOD_PRICE,107.54214,SILVER,FRONT_WHEEL_DRIVE,V6,Chevrolet,56464,Impala,6-Speed Automatic,6,2,,True,5,DEALER,Premier FWD,15499.0
273523194,0,Sedan,2015,26 MPG,14,GOOD_PRICE,125.21922,UNKNOWN,FRONT_WHEEL_DRIVE,I4,Chevrolet,111682,Impala,6-Speed Automatic,6,1,,True,5,DEALER,LTZ 1LZ FWD,10600.0
272403779,0,Sedan,2016,35 MPG,30,GOOD_PRICE,42.74847,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,49449,Cruze,6-Speed Automatic,4,1,,True,5,DEALER,LS Sedan FWD,8998.0
274576334,0,Sedan,2019,23 MPG,0,GOOD_PRICE,140.99529,UNKNOWN,FRONT_WHEEL_DRIVE,V6,Chevrolet,27469,Impala,6-Speed Automatic Overdrive,6,,,True,5,DEALER,Premier FWD,20599.0
268425722,0,Sedan,2017,34 MPG,100,GOOD_PRICE,22.634085,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,64962,Cruze,6-Speed Automatic,6,2,True,True,5,DEALER,Premier Sedan FWD,10691.0
272699768,2,Sedan,2017,35 MPG,24,GOOD_PRICE,30.65002,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,25073,Cruze,6-Speed Automatic,4,2,,True,5,DEALER,LS Sedan FWD,10650.0
270979486,0,Sedan,2016,32 MPG,56,GOOD_PRICE,22.634085,BLUE,FRONT_WHEEL_DRIVE,I4,Chevrolet,16765,Malibu,6-Speed Automatic,4,1,,True,5,DEALER,1LT FWD,13495.0
268168926,0,Sedan,2016,35 MPG,102,GOOD_PRICE,184.55725,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,25767,Cruze,Automatic,6,2,True,True,5,DEALER,Premier Sedan FWD,13497.0
270026087,0,Sedan,2016,35 MPG,80,GOOD_PRICE,188.25342,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,25876,Cruze,6-Speed Automatic,4,2,,True,5,DEALER,LT Sedan FWD,11995.0
271013273,0,Sedan,2019,33 MPG,55,GOOD_PRICE,198.49986,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,27881,Cruze,Automatic,4,1,,True,5,DEALER,LT Sedan FWD,12900.0
268422169,1,Sedan,2016,23 MPG,100,GOOD_PRICE,122.73602,BLACK,FRONT_WHEEL_DRIVE,V6,Chevrolet,67420,Impala Limited,Automatic,4,3,True,True,6,DEALER,LT FWD,7799.0
272007188,0,Sedan,2016,,36,GOOD_PRICE,134.79529,GOLD,FRONT_WHEEL_DRIVE,I4,Chevrolet,80093,Malibu,6-Speed Automatic,3,1,,True,5,DEALER,Limited LT FWD,9795.0
260595407,0,Sedan,2018,31 MPG,190,GOOD_PRICE,179.79822,UNKNOWN,FRONT_WHEEL_DRIVE,I4,Chevrolet,42147,Malibu,6-Speed Automatic,4,1,,True,5,DEALER,LT FWD,12942.0
264257291,0,Sedan,2019,27 MPG,145,GOOD_PRICE,189.0965,BLUE,FRONT_WHEEL_DRIVE,I4,Chevrolet,4434,Malibu,9-Speed Automatic,7,1,,True,5,DEALER,Premier FWD,23444.0
273714459,0,Sedan,2015,31 MPG,10,GOOD_PRICE,113.318146,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,66873,Cruze,6-Speed Automatic Overdrive,11,2,,True,5,DEALER,LTZ Sedan FWD,10432.0
273946959,0,Sedan,2015,30 MPG,8,GOOD_PRICE,95.78621,GRAY,FRONT_WHEEL_DRIVE,I4,Chevrolet,57632,Malibu,6-Speed Automatic Overdrive,5,3,,True,5,DEALER,2LT FWD,10475.0
272033092,0,Sedan,2019,33 MPG,36,GOOD_PRICE,146.77452,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,31274,Cruze,6-Speed Automatic,3,1,,True,5,DEALER,LS Sedan FWD,12173.0
270307048,0,Sedan,2017,35 MPG,73,GOOD_PRICE,161.64642,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,18519,Cruze,6-Speed Automatic,4,1,,True,5,DEALER,LS Sedan FWD,11792.0
269303389,0,Sedan,2016,29 MPG,89,GOOD_PRICE,170.59337,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,95435,Malibu,6-Speed Automatic Overdrive,7,2,,True,5,DEALER,Limited LT FWD,8999.0
255473093,0,Sedan,2012,31 MPG,247,GOOD_PRICE,132.55077,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,125456,Cruze,Automatic,4,2,,True,5,DEALER,2LT Sedan FWD,4950.0
274158883,0,Sedan,2015,28 MPG,4,GOOD_PRICE,153.58195,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,60462,Cruze,Automatic,3,1,,True,5,DEALER,LS Sedan FWD,7995.0
271689952,0,Sedan,2016,32 MPG,43,GOOD_PRICE,146.77452,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,57560,Malibu,6-Speed Automatic,4,2,,True,5,DEALER,1LT FWD,12062.0
269271450,0,Sedan,2013,27 MPG,90,GOOD_PRICE,124.27385,GRAY,FRONT_WHEEL_DRIVE,I4,Chevrolet,60347,Malibu,Automatic,3,3,True,True,5,DEALER,LS FWD,7989.0
274611513,0,Sedan,2016,32 MPG,0,GOOD_PRICE,22.634085,UNKNOWN,FRONT_WHEEL_DRIVE,I4,Chevrolet,57661,Malibu,6-Speed Automatic,1,2,,True,5,DEALER,1LT FWD,11491.0
271618119,0,Sedan,2017,35 MPG,44,GOOD_PRICE,42.74847,WHITE,FRONT_WHEEL_DRIVE,I4,Chevrolet,59796,Cruze,6-Speed Automatic,4,1,,True,5,DEALER,LT Sedan FWD,9998.0
274604210,0,Sedan,2019,23 MPG,0,GOOD_PRICE,139.69957,RED,FRONT_WHEEL_DRIVE,V6,Chevrolet,26362,Impala,Automatic,5,,,True,5,DEALER,Premier FWD,20499.0
274556508,1,Sedan,2019,32 MPG,1,GOOD_PRICE,159.54106,BLUE,FRONT_WHEEL_DRIVE,I4,Chevrolet,33172,Malibu,,4,1,,True,5,DEALER,LT FWD,14946.0
