Id,Accidents,Body_type,Year,Fuel_economy_combined,Days_on_market,Rating,Distance,Color,Drivetrain,Engine,Make,Mileage,Model,Transmission,Additional_features,Previous_owners,Price_drops,Photos,Seats,Seller_type,Trim,Price
273467110,0,SUV / Crossover,2015,23 MPG,14,FAIR_PRICE,80.4003,BLUE,FRONT_WHEEL_DRIVE,I4,Kia,89944,Sorento,Automatic,6,1,,,7,DEALER,LX,10800.0
273472639,0,SUV / Crossover,2017,20 MPG,14,FAIR_PRICE,120.178246,SILVER,ALL_WHEEL_DRIVE,V6,Kia,28044,Sorento,6-Speed Automatic,7,1,,True,7,DEALER,SX V6 AWD,24987.0
272967530,0,SUV / Crossover,2019,25 MPG,21,FAIR_PRICE,6.2511835,WHITE,FRONT_WHEEL_DRIVE,I4,Kia,30844,Sorento,6-Speed Automatic,3,1,,True,7,DEALER,LX FWD,18198.0
266990360,0,SUV / Crossover,2019,23 MPG,115,FAIR_PRICE,144.01566,WHITE,ALL_WHEEL_DRIVE,I4,Kia,9578,Sportage,6-Speed Automatic,4,1,,True,5,DEALER,EX AWD,23000.0
273951956,0,SUV / Crossover,2016,22 MPG,8,FAIR_PRICE,27.368555,SILVER,ALL_WHEEL_DRIVE,I4,Kia,58895,Sorento,6-Speed Automatic,5,1,,True,5,DEALER,EX AWD,15841.0
264381365,0,SUV / Crossover,2015,22 MPG,144,FAIR_PRICE,113.318146,GREEN,ALL_WHEEL_DRIVE,I4,Kia,71115,Sportage,6-Speed Automatic,5,2,,True,5,DEALER,LX AWD,12210.0
265059898,0,SUV / Crossover,2019,23 MPG,136,FAIR_PRICE,114.76845,UNKNOWN,ALL_WHEEL_DRIVE,I4,Kia,28007,Sorento,6-Speed Automatic,5,1,,True,7,DEALER,LX AWD,21000.0
273014120,0,SUV / Crossover,2017,43 MPG,21,FAIR_PRICE,27.122696,RED,FRONT_WHEEL_DRIVE,I4,Kia,50745,Niro,6-Speed Dual Clutch,7,1,,True,5,DEALER,Touring,18126.0
271217645,0,SUV / Crossover,2015,24 MPG,51,FAIR_PRICE,134.22853,SILVER,FRONT_WHEEL_DRIVE,I4,Kia,77432,Sportage,6-Speed Automatic,2,1,,True,5,DEALER,LX,10995.0
274266633,1,SUV / Crossover,2017,23 MPG,3,FAIR_PRICE,59.794193,WHITE,ALL_WHEEL_DRIVE,I4,Kia,29537,Sorento,6-Speed Automatic,5,1,,,7,DEALER,LX AWD,16987.0
274298397,2,SUV / Crossover,2017,20 MPG,3,FAIR_PRICE,181.53003,SILVER,ALL_WHEEL_DRIVE,V6,Kia,25964,Sorento,Automatic,4,1,,True,7,DEALER,EX V6 AWD,21997.0
273315288,0,SUV / Crossover,2017,25 MPG,16,FAIR_PRICE,125.91904,BLACK,FRONT_WHEEL_DRIVE,I4,Kia,22088,Sportage,Automatic,3,1,,True,5,DEALER,LX,15887.0
274202099,0,SUV / Crossover,2019,49 MPG,4,FAIR_PRICE,121.40981,WHITE,FRONT_WHEEL_DRIVE,I4,Kia,25845,Niro,Automatic,3,1,,True,5,DEALER,LX FWD,16697.0
269258325,0,SUV / Crossover,2017,22 MPG,90,FAIR_PRICE,19.174112,WHITE,ALL_WHEEL_DRIVE,I4,Kia,53460,Sorento,Automatic,4,1,,True,5,DEALER,2.0T EX AWD,17995.0
272689984,1,SUV / Crossover,2017,24 MPG,24,FAIR_PRICE,29.167017,UNKNOWN,FRONT_WHEEL_DRIVE,I4,Kia,39501,Sorento,6-Speed Automatic,5,1,,True,7,DEALER,LX FWD,15346.0
273670803,0,SUV / Crossover,2013,21 MPG,11,FAIR_PRICE,22.634085,SILVER,ALL_WHEEL_DRIVE,V6,Kia,86640,Sorento,6-Speed Automatic,4,2,,True,7,DEALER,SX AWD,11491.0
273124363,0,SUV / Crossover,2016,22 MPG,18,FAIR_PRICE,154.776,SILVER,ALL_WHEEL_DRIVE,I4,Kia,78094,Sportage,6-Speed Automatic,6,2,True,True,5,DEALER,EX AWD,14909.0
273460573,0,SUV / Crossover,2013,25 MPG,14,FAIR_PRICE,176.35541,UNKNOWN,FRONT_WHEEL_DRIVE,I4,Kia,78790,Sorento,Automatic,4,2,,True,7,DEALER,LX,9891.0
274457219,0,SUV / Crossover,2020,24 MPG,1,FAIR_PRICE,180.90224,SILVER,ALL_WHEEL_DRIVE,I4,Kia,15352,Sportage,Automatic,3,1,,True,5,DEALER,LX AWD,19498.0
271363804,0,SUV / Crossover,2014,21 MPG,49,FAIR_PRICE,135.32487,WHITE,ALL_WHEEL_DRIVE,V6,Kia,114476,Sorento,Automatic,8,2,True,True,7,DEALER,SX Limited AWD,11975.0
273462591,0,SUV / Crossover,2017,43 MPG,14,FAIR_PRICE,59.794193,SILVER,FRONT_WHEEL_DRIVE,I4,Kia,34714,Niro,6-Speed Dual Clutch,6,1,,True,5,DEALER,Touring,19586.0
273998420,0,SUV / Crossover,2012,25 MPG,7,FAIR_PRICE,164.64204,SILVER,FRONT_WHEEL_DRIVE,I4,Kia,63728,Sorento,6-Speed Automatic,2,2,,True,7,DEALER,LX,10000.0
270323150,1,SUV / Crossover,2019,,72,FAIR_PRICE,99.43534,WHITE,FRONT_WHEEL_DRIVE,I4,Kia,14517,Niro,6-Speed Automatic,3,2,,True,5,DEALER,LX FWD,17759.0
267766653,0,SUV / Crossover,2016,24 MPG,107,FAIR_PRICE,53.30719,SILVER,FRONT_WHEEL_DRIVE,I4,Kia,50364,Sportage,6-Speed Automatic,2,2,,True,5,DEALER,LX,12595.0
274574028,0,SUV / Crossover,2017,23 MPG,0,FAIR_PRICE,130.3282,UNKNOWN,ALL_WHEEL_DRIVE,I4,Kia,17735,Sorento,6-Speed Automatic,4,1,,True,7,DEALER,LX AWD,18385.0
272373889,0,SUV / Crossover,2017,23 MPG,30,FAIR_PRICE,27.122696,WHITE,ALL_WHEEL_DRIVE,I4,Kia,28321,Sportage,6-Speed Automatic,3,1,,True,5,DEALER,LX AWD,15900.0
272695651,0,SUV / Crossover,2012,21 MPG,24,FAIR_PRICE,28.252712,SILVER,ALL_WHEEL_DRIVE,V6,Kia,120560,Sorento,Automatic,6,2,,True,7,DEALER,SX 4WD,9588.0
271957018,0,SUV / Crossover,2017,23 MPG,37,FAIR_PRICE,59.794193,BLACK,ALL_WHEEL_DRIVE,I4,Kia,39670,Sorento,6-Speed Automatic,3,1,,True,7,DEALER,LX AWD,16659.0
270859275,1,SUV / Crossover,2015,23 MPG,58,FAIR_PRICE,150.7231,SILVER,FRONT_WHEEL_DRIVE,I4,Kia,72220,Sorento,6-Speed Automatic,3,2,,True,7,DEALER,LX,11600.0
267313688,0,SUV / Crossover,2015,23 MPG,112,FAIR_PRICE,175.59674,WHITE,FRONT_WHEEL_DRIVE,I4,Kia,59417,Sorento,6-Speed Automatic,4,1,,True,7,DEALER,LX,12995.0
271168591,0,SUV / Crossover,2018,,52,FAIR_PRICE,124.94021,WHITE,ALL_WHEEL_DRIVE,I4,Kia,43640,Sportage,6-Speed Automatic Overdrive,3,1,True,True,5,DEALER,LX AWD,15255.0
270482845,0,SUV / Crossover,2013,23 MPG,68,FAIR_PRICE,60.21264,ORANGE,ALL_WHEEL_DRIVE,I4,Kia,110481,Sportage,6-Speed Automatic,4,2,,True,5,DEALER,EX AWD,10550.0
274414574,0,SUV / Crossover,2016,20 MPG,2,FAIR_PRICE,199.98465,WHITE,ALL_WHEEL_DRIVE,V6,Kia,66580,Sorento,Automatic,3,1,,True,7,DEALER,LX V6 AWD,14850.0
260255093,0,SUV / Crossover,2012,,192,FAIR_PRICE,142.00694,SILVER,,V6,Kia,102925,Sorento,Automatic,3,2,,True,,DEALER,LX V6 AWD,8795.0
274566898,0,SUV / Crossover,2020,24 MPG,0,FAIR_PRICE,180.90224,SILVER,ALL_WHEEL_DRIVE,I4,Kia,9045,Sportage,Automatic,3,1,,True,5,DEALER,LX AWD,19998.0
271892942,0,SUV / Crossover,2019,23 MPG,38,FAIR_PRICE,17.294867,SILVER,ALL_WHEEL_DRIVE,I4,Kia,20346,Sorento,6-Speed Automatic,3,1,,True,7,DEALER,LX AWD,20507.0
271301927,0,SUV / Crossover,2017,23 MPG,50,FAIR_PRICE,20.752234,BLACK,ALL_WHEEL_DRIVE,I4,Kia,54891,Sportage,6-Speed Automatic,3,1,,True,5,DEALER,LX AWD,14504.0
259460933,0,SUV / Crossover,2017,23 MPG,202,FAIR_PRICE,116.10941,BLACK,ALL_WHEEL_DRIVE,I4,Kia,83169,Sportage,6-Speed Automatic,4,1,,True,5,DEALER,EX AWD,14995.0
266336550,0,SUV / Crossover,2017,20 MPG,121,FAIR_PRICE,122.297264,WHITE,ALL_WHEEL_DRIVE,V6,Kia,54706,Sorento,6-Speed Automatic,3,1,,True,7,DEALER,LX V6 AWD,16995.0
273216757,0,SUV / Crossover,2017,23 MPG,17,FAIR_PRICE,170.44063,UNKNOWN,ALL_WHEEL_DRIVE,I4,Kia,29742,Sorento,6-Speed Automatic,3,1,,True,7,DEALER,LX AWD,17829.0
273727539,0,SUV / Crossover,2017,25 MPG,10,FAIR_PRICE,107.26425,BLACK,FRONT_WHEEL_DRIVE,I4,Kia,22192,Sportage,6-Speed Automatic,3,1,,True,5,DEALER,LX,15495.0
271105453,0,SUV / Crossover,2015,23 MPG,53,FAIR_PRICE,197.06125,RED,FRONT_WHEEL_DRIVE,I4,Kia,123079,Sorento,6-Speed Automatic,9,2,,True,7,DEALER,LX,9300.0
259340233,0,SUV / Crossover,2016,23 MPG,203,FAIR_PRICE,101.25263,BLACK,ALL_WHEEL_DRIVE,I4,Kia,69383,Sorento,Automatic,4,1,,True,7,DEALER,LX AWD,14000.0
267384067,0,SUV / Crossover,2017,23 MPG,112,FAIR_PRICE,87.087944,SILVER,ALL_WHEEL_DRIVE,I4,Kia,63870,Sportage,6-Speed Automatic,3,2,,True,5,DEALER,LX AWD,14317.0
272870913,0,SUV / Crossover,2017,25 MPG,22,FAIR_PRICE,161.79306,BLACK,FRONT_WHEEL_DRIVE,I4,Kia,26377,Sportage,6-Speed Automatic,4,1,,True,5,DEALER,LX,15273.0
272712789,0,SUV / Crossover,2017,23 MPG,24,FAIR_PRICE,181.26616,SILVER,ALL_WHEEL_DRIVE,I4,Kia,40578,Sorento,Automatic,3,1,,True,7,DEALER,LX AWD,16574.0
265766246,0,SUV / Crossover,2009,18 MPG,128,FAIR_PRICE,106.279396,BLACK,FOUR_WHEEL_DRIVE,V6,Kia,106318,Borrego,5-Speed Automatic,1,1,,True,7,DEALER,EX V6 4WD,6995.0
274566915,0,SUV / Crossover,2020,24 MPG,0,FAIR_PRICE,180.90224,WHITE,ALL_WHEEL_DRIVE,I4,Kia,9332,Sportage,Automatic,3,1,,True,5,DEALER,LX AWD,19998.0
272330427,0,SUV / Crossover,2020,24 MPG,31,FAIR_PRICE,166.52904,GRAY,ALL_WHEEL_DRIVE,I4,Kia,9953,Sportage,Automatic,3,1,,,5,DEALER,LX AWD,19990.0
273100050,0,SUV / Crossover,2017,20 MPG,19,FAIR_PRICE,146.53839,BLACK,ALL_WHEEL_DRIVE,V6,Kia,41732,Sorento,Automatic,4,1,,True,7,DEALER,LX V6 AWD,18000.0
269104275,0,SUV / Crossover,2016,25 MPG,92,FAIR_PRICE,196.56807,SILVER,FRONT_WHEEL_DRIVE,I4,Kia,66937,Sorento,Automatic,2,2,,True,5,DEALER,L,12988.0
274349197,0,SUV / Crossover,2020,24 MPG,2,FAIR_PRICE,180.90224,SILVER,ALL_WHEEL_DRIVE,I4,Kia,9370,Sportage,Automatic,3,1,,True,5,DEALER,LX AWD,19998.0
265108544,1,SUV / Crossover,2015,22 MPG,136,FAIR_PRICE,96.619156,UNKNOWN,ALL_WHEEL_DRIVE,I4,Kia,84507,Sorento,6-Speed Automatic,2,1,,True,7,DEALER,LX AWD,11999.0
273996632,1,SUV / Crossover,2017,20 MPG,7,FAIR_PRICE,27.368555,RED,ALL_WHEEL_DRIVE,V6,Kia,11216,Sorento,6-Speed Automatic,6,2,,True,7,DEALER,SX V6 AWD,26494.0
271695111,1,SUV / Crossover,2012,,43,FAIR_PRICE,12.869608,SILVER,,,Kia,123058,Sorento,Automatic,2,2,True,True,,DEALER,LX V6 AWD,7500.0
273743398,0,SUV / Crossover,2020,24 MPG,10,FAIR_PRICE,180.90224,SILVER,ALL_WHEEL_DRIVE,I4,Kia,9427,Sportage,Automatic,3,1,,True,5,DEALER,LX AWD,19998.0
269902446,0,SUV / Crossover,2015,,80,FAIR_PRICE,198.36162,SILVER,FRONT_WHEEL_DRIVE,I4,Kia,79089,Sorento,6-Speed Automatic Overdrive,6,2,,True,7,DEALER,LX,11455.0
271106432,0,SUV / Crossover,2017,49 MPG,53,FAIR_PRICE,125.32423,UNKNOWN,FRONT_WHEEL_DRIVE,I4,Kia,33923,Niro,6-Speed Dual Clutch,3,2,True,True,5,DEALER,LX,15991.0
268266441,0,SUV / Crossover,2019,,101,FAIR_PRICE,178.3572,BLUE,FRONT_WHEEL_DRIVE,I4,Kia,10918,Sportage,6-Speed Automatic Overdrive,3,1,,True,5,DEALER,LX FWD,16984.0
273196880,0,SUV / Crossover,2016,22 MPG,17,FAIR_PRICE,127.266045,BLACK,ALL_WHEEL_DRIVE,I4,Kia,72053,Sportage,6-Speed Automatic,7,1,,True,5,DEALER,EX AWD,14799.0
269116543,0,SUV / Crossover,2017,49 MPG,92,FAIR_PRICE,29.298798,WHITE,FRONT_WHEEL_DRIVE,I4,Kia,32163,Niro,6-Speed Dual Clutch,3,1,,True,5,DEALER,LX,16180.0
272330426,0,SUV / Crossover,2019,21 MPG,31,FAIR_PRICE,166.52904,SILVER,ALL_WHEEL_DRIVE,V6,Kia,23226,Sorento,8-Speed Automatic,3,1,,,7,DEALER,LX V6 AWD,21490.0
272971223,,SUV / Crossover,2014,23 MPG,21,FAIR_PRICE,111.77338,UNKNOWN,FRONT_WHEEL_DRIVE,I4,Kia,79353,Sorento,Automatic,3,,,True,7,DEALER,LX,10900.0
273373053,0,SUV / Crossover,2017,23 MPG,15,FAIR_PRICE,176.693,BLACK,ALL_WHEEL_DRIVE,I4,Kia,29538,Sportage,6-Speed Automatic,8,1,,True,5,DEALER,EX AWD,20000.0
270577774,0,SUV / Crossover,2018,23 MPG,65,FAIR_PRICE,184.93333,BLACK,ALL_WHEEL_DRIVE,I4,Kia,16032,Sportage,6-Speed Automatic,3,1,,,5,DEALER,LX AWD,16900.0
266866840,0,SUV / Crossover,2019,23 MPG,116,FAIR_PRICE,193.3291,BLUE,ALL_WHEEL_DRIVE,I4,Kia,14205,Sportage,Automatic,4,1,,True,5,DEALER,LX AWD,18725.0
274343291,0,SUV / Crossover,2017,23 MPG,3,FAIR_PRICE,135.24362,SILVER,FRONT_WHEEL_DRIVE,I4,Kia,24177,Sportage,Automatic,6,1,,True,5,DEALER,SX Turbo,19981.0
273194941,0,SUV / Crossover,2020,,17,FAIR_PRICE,122.01448,BLACK,FRONT_WHEEL_DRIVE,I4,Kia,5052,Sportage,6-Speed Automatic Overdrive,3,1,,True,5,DEALER,EX FWD,22749.0
271780107,0,SUV / Crossover,2016,22 MPG,41,FAIR_PRICE,112.480995,BLUE,ALL_WHEEL_DRIVE,I4,Kia,63179,Sorento,6-Speed Automatic,6,2,,True,5,DEALER,EX AWD,16250.0
272752000,0,SUV / Crossover,2017,,24,FAIR_PRICE,17.95526,BLACK,ALL_WHEEL_DRIVE,I4,Kia,14779,Sportage,6-Speed Automatic Overdrive,4,1,,True,5,DEALER,EX AWD,20499.0
239567932,1,SUV / Crossover,2011,,416,FAIR_PRICE,117.39836,GRAY,FRONT_WHEEL_DRIVE,I4,Kia,156345,Sorento,6-Speed Manual Overdrive,2,1,,True,7,DEALER,LX,5750.0
264676203,2,SUV / Crossover,2017,43 MPG,141,FAIR_PRICE,170.61105,RED,FRONT_WHEEL_DRIVE,I4,Kia,37746,Niro,6-Speed Dual Clutch,6,1,,True,5,DEALER,Touring,19941.0
272639983,0,SUV / Crossover,2014,23 MPG,25,FAIR_PRICE,48.31948,WHITE,FRONT_WHEEL_DRIVE,I4,Kia,77190,Sorento,6-Speed Automatic,6,2,,True,7,DEALER,LX,10960.0
272791595,0,SUV / Crossover,2015,23 MPG,23,FAIR_PRICE,100.93826,SILVER,FRONT_WHEEL_DRIVE,I4,Kia,119961,Sorento,6-Speed Automatic,6,3,True,True,7,DEALER,LX,9500.0
272466212,0,SUV / Crossover,2020,30 MPG,29,FAIR_PRICE,66.10247,BLACK,FRONT_WHEEL_DRIVE,I4,Kia,10783,Soul,Automatic,3,1,,True,5,DEALER,S FWD,16995.0
269484337,0,SUV / Crossover,2014,23 MPG,87,FAIR_PRICE,186.63672,UNKNOWN,FRONT_WHEEL_DRIVE,I4,Kia,120427,Sorento,6-Speed Automatic,2,2,,True,7,DEALER,LX,9977.0
266548679,0,SUV / Crossover,2011,24 MPG,119,FAIR_PRICE,182.0912,BLUE,ALL_WHEEL_DRIVE,I4,Kia,149424,Sportage,6-Speed Automatic,2,2,,True,5,DEALER,LX AWD,6980.0
273803009,0,SUV / Crossover,2018,,9,FAIR_PRICE,27.757631,SILVER,ALL_WHEEL_DRIVE,I4,Kia,27070,Sportage,6-Speed Automatic Overdrive,5,1,,True,5,DEALER,EX AWD,19955.0
271423509,0,SUV / Crossover,2017,23 MPG,48,FAIR_PRICE,103.09428,UNKNOWN,ALL_WHEEL_DRIVE,I4,Kia,36644,Sportage,Automatic,8,1,,True,5,DEALER,EX AWD,18977.0
274457249,0,SUV / Crossover,2020,24 MPG,1,FAIR_PRICE,180.90224,WHITE,ALL_WHEEL_DRIVE,I4,Kia,9961,Sportage,Automatic,3,1,,True,5,DEALER,LX AWD,19998.0
260178783,0,SUV / Crossover,2019,21 MPG,193,FAIR_PRICE,71.09479,GRAY,ALL_WHEEL_DRIVE,V6,Kia,39082,Sorento,Automatic,3,2,,True,7,DEALER,LX V6 AWD,18995.0
272943294,0,SUV / Crossover,2019,49 MPG,21,FAIR_PRICE,180.90224,WHITE,FRONT_WHEEL_DRIVE,I4,Kia,16402,Niro,Automatic,3,2,,True,5,DEALER,LX FWD,17998.0
273773350,0,SUV / Crossover,2017,24 MPG,10,FAIR_PRICE,135.24362,SILVER,FRONT_WHEEL_DRIVE,I4,Kia,30432,Sorento,Automatic,3,1,,True,7,DEALER,LX FWD,15981.0
270624919,0,SUV / Crossover,2011,24 MPG,64,FAIR_PRICE,48.31948,SILVER,ALL_WHEEL_DRIVE,I4,Kia,113000,Sorento,6-Speed Automatic,2,3,,True,7,DEALER,LX 4WD,7520.0
274389102,0,SUV / Crossover,2017,23 MPG,2,FAIR_PRICE,125.91904,SILVER,ALL_WHEEL_DRIVE,I4,Kia,31211,Sorento,Automatic,7,1,,,7,DEALER,LX AWD,18200.0
268020043,1,SUV / Crossover,2017,23 MPG,105,FAIR_PRICE,99.06863,BLUE,FRONT_WHEEL_DRIVE,I4,Kia,24146,Sportage,6-Speed Automatic,7,1,,True,5,DEALER,SX Turbo,19797.0
273353077,1,SUV / Crossover,2017,23 MPG,16,FAIR_PRICE,8.591505,BLACK,ALL_WHEEL_DRIVE,I4,Kia,33878,Sorento,6-Speed Automatic,4,1,,,7,DEALER,LX AWD,16263.0
274457225,0,SUV / Crossover,2020,24 MPG,1,FAIR_PRICE,180.90224,RED,ALL_WHEEL_DRIVE,I4,Kia,16663,Sportage,Automatic,3,1,,True,5,DEALER,LX AWD,19498.0
272795512,0,SUV / Crossover,2019,25 MPG,23,FAIR_PRICE,122.73602,SILVER,FRONT_WHEEL_DRIVE,I4,Kia,20343,Sorento,Automatic,3,1,,True,7,DEALER,L FWD,18899.0
274248658,0,SUV / Crossover,2012,24 MPG,3,FAIR_PRICE,105.28189,GRAY,ALL_WHEEL_DRIVE,I4,Kia,90692,Sorento,6-Speed Automatic,4,1,,True,7,DEALER,LX 4WD,9175.0
272385676,0,SUV / Crossover,2015,22 MPG,30,FAIR_PRICE,114.252625,SILVER,ALL_WHEEL_DRIVE,I4,Kia,103732,Sorento,6-Speed Automatic,3,1,,True,7,DEALER,LX AWD,10995.0
274451484,0,SUV / Crossover,2018,23 MPG,2,FAIR_PRICE,172.2175,SILVER,ALL_WHEEL_DRIVE,I4,Kia,19967,Sportage,Automatic,3,1,,True,5,DEALER,LX AWD,16995.0
268812019,0,SUV / Crossover,2013,23 MPG,95,FAIR_PRICE,121.90373,WHITE,ALL_WHEEL_DRIVE,I4,Kia,72965,Sportage,6-Speed Automatic,2,1,,True,5,DEALER,LX AWD,10998.0
273541641,0,SUV / Crossover,2020,24 MPG,13,FAIR_PRICE,180.90224,GRAY,ALL_WHEEL_DRIVE,I4,Kia,16787,Sportage,Automatic,3,1,,True,5,DEALER,LX AWD,19498.0
260433103,0,SUV / Crossover,2008,17 MPG,191,FAIR_PRICE,170.05261,RED,FOUR_WHEEL_DRIVE,V6,Kia,91622,Sorento,5-Speed Automatic,1,1,,True,5,DEALER,EX 4WD,6998.0
273477959,0,SUV / Crossover,2017,23 MPG,14,FAIR_PRICE,59.794193,UNKNOWN,ALL_WHEEL_DRIVE,I4,Kia,27032,Sportage,6-Speed Automatic,3,1,,True,5,DEALER,LX AWD,16108.0
272068088,0,SUV / Crossover,2015,22 MPG,36,FAIR_PRICE,25.25023,BLUE,ALL_WHEEL_DRIVE,I4,Kia,62196,Sportage,6-Speed Automatic,2,1,,True,5,DEALER,LX AWD,12500.0
267677107,0,SUV / Crossover,2019,49 MPG,108,FAIR_PRICE,180.90224,SILVER,FRONT_WHEEL_DRIVE,I4,Kia,16551,Niro,Automatic,3,1,,True,5,DEALER,LX FWD,17998.0
273463374,0,SUV / Crossover,2016,25 MPG,14,FAIR_PRICE,168.57365,BLACK,FRONT_WHEEL_DRIVE,I4,Kia,62535,Sorento,6-Speed Automatic,5,1,,True,7,DEALER,LX,13999.0
272346879,0,SUV / Crossover,2017,23 MPG,30,FAIR_PRICE,114.42397,SILVER,ALL_WHEEL_DRIVE,I4,Kia,31528,Sportage,6-Speed Automatic,3,1,,True,5,DEALER,LX AWD,15986.0
270903064,1,SUV / Crossover,2017,43 MPG,57,FAIR_PRICE,133.39069,UNKNOWN,FRONT_WHEEL_DRIVE,I4,Kia,80423,Niro,6-Speed Dual Clutch,7,1,True,True,5,DEALER,Touring,15498.0
268761704,0,SUV / Crossover,2017,25 MPG,96,FAIR_PRICE,112.62696,BLACK,FRONT_WHEEL_DRIVE,I4,Kia,50186,Sportage,Automatic,3,1,True,True,5,DEALER,LX,13775.0
271345478,0,SUV / Crossover,2019,25 MPG,49,FAIR_PRICE,125.09584,SILVER,FRONT_WHEEL_DRIVE,I4,Kia,34488,Sportage,6-Speed Automatic,3,1,,True,5,DEALER,LX FWD,14999.0
273930958,0,SUV / Crossover,2020,22 MPG,8,FAIR_PRICE,129.00282,SILVER,FRONT_WHEEL_DRIVE,V6,Kia,12454,Sorento,Automatic,3,,,True,7,DEALER,LX V6 FWD,22397.0
273723877,0,SUV / Crossover,2015,21 MPG,10,FAIR_PRICE,186.74495,BLACK,ALL_WHEEL_DRIVE,V6,Kia,102296,Sorento,6-Speed Automatic,7,1,,True,7,DEALER,SX Limited AWD,15599.0
272380955,0,SUV / Crossover,2017,23 MPG,30,FAIR_PRICE,125.91904,BLUE,ALL_WHEEL_DRIVE,I4,Kia,43427,Sorento,Automatic,6,1,,True,7,DEALER,LX AWD,17367.0
271822302,0,SUV / Crossover,2014,21 MPG,39,FAIR_PRICE,12.377776,BLUE,ALL_WHEEL_DRIVE,I4,Kia,88696,Sorento,Automatic,5,1,,True,7,DEALER,LX AWD,10995.0
273730421,0,SUV / Crossover,2016,25 MPG,10,FAIR_PRICE,16.517775,UNKNOWN,FRONT_WHEEL_DRIVE,I4,Kia,39095,Sorento,6-Speed Automatic,3,1,,,7,DEALER,LX,14557.0
274566901,0,SUV / Crossover,2019,23 MPG,0,FAIR_PRICE,180.90224,SILVER,ALL_WHEEL_DRIVE,I4,Kia,22818,Sportage,Automatic,3,2,,True,5,DEALER,LX AWD,17998.0
273392276,0,SUV / Crossover,2017,23 MPG,15,FAIR_PRICE,23.52424,GRAY,ALL_WHEEL_DRIVE,I4,Kia,19254,Sorento,6-Speed Automatic,5,1,,True,7,DEALER,LX AWD,19000.0
273848436,0,SUV / Crossover,2017,,9,FAIR_PRICE,27.701996,RED,ALL_WHEEL_DRIVE,V6,Kia,38702,Sorento,6-Speed Automatic Overdrive,4,1,True,True,7,DEALER,LX V6 AWD,17877.0
274520254,0,SUV / Crossover,2020,30 MPG,1,FAIR_PRICE,121.40981,BLACK,FRONT_WHEEL_DRIVE,I4,Kia,26133,Soul,Automatic,0,1,,True,5,DEALER,S FWD,16297.0
273730144,0,SUV / Crossover,2017,24 MPG,10,FAIR_PRICE,26.816963,SILVER,FRONT_WHEEL_DRIVE,I4,Kia,70406,Sorento,6-Speed Automatic,2,1,,True,5,DEALER,L FWD,13300.0
273209492,1,SUV / Crossover,2017,23 MPG,17,FAIR_PRICE,113.318146,SILVER,ALL_WHEEL_DRIVE,I4,Kia,35571,Sportage,6-Speed Automatic,6,1,,True,5,DEALER,EX AWD,19123.0
269969827,0,SUV / Crossover,2016,,80,FAIR_PRICE,27.701996,UNKNOWN,FRONT_WHEEL_DRIVE,I4,Kia,57467,Sorento,6-Speed Automatic Overdrive,4,1,,True,7,DEALER,LX,13677.0
237896943,0,SUV / Crossover,2009,21 MPG,434,FAIR_PRICE,107.12326,RED,ALL_WHEEL_DRIVE,I4,Kia,68530,Sportage,5-Speed Manual,2,1,,True,5,DEALER,LX 4WD,6199.0
273905849,0,SUV / Crossover,2017,23 MPG,8,FAIR_PRICE,126.555305,BLUE,ALL_WHEEL_DRIVE,I4,Kia,55405,Sorento,Automatic,7,1,,True,7,DEALER,LX AWD,16142.0
267539583,0,SUV / Crossover,2015,22 MPG,109,FAIR_PRICE,146.77452,GREEN,ALL_WHEEL_DRIVE,I4,Kia,63103,Sportage,6-Speed Automatic,3,2,,True,5,DEALER,LX AWD,12786.0
274389107,0,SUV / Crossover,2017,20 MPG,2,FAIR_PRICE,125.91904,WHITE,ALL_WHEEL_DRIVE,V6,Kia,19640,Sorento,Automatic,7,1,,,7,DEALER,SX V6 AWD,27700.0
272752469,0,SUV / Crossover,2014,21 MPG,24,FAIR_PRICE,169.35323,WHITE,ALL_WHEEL_DRIVE,I4,Kia,48012,Sorento,6-Speed Automatic,2,1,,True,7,DEALER,LX AWD,13200.0
274457272,0,SUV / Crossover,2020,24 MPG,1,FAIR_PRICE,180.90224,GRAY,ALL_WHEEL_DRIVE,I4,Kia,10825,Sportage,Automatic,3,1,,True,5,DEALER,LX AWD,19998.0
273488102,0,SUV / Crossover,2016,22 MPG,14,FAIR_PRICE,19.174112,WHITE,ALL_WHEEL_DRIVE,I4,Kia,93421,Sorento,6-Speed Automatic,4,2,,True,5,DEALER,EX AWD,13995.0
271535822,0,SUV / Crossover,2019,,45,FAIR_PRICE,99.43534,SILVER,FRONT_WHEEL_DRIVE,I4,Kia,19379,Niro,6-Speed Automatic,3,2,,True,5,DEALER,LX FWD,17949.0
273458558,0,SUV / Crossover,2019,49 MPG,14,FAIR_PRICE,180.90224,WHITE,FRONT_WHEEL_DRIVE,I4,Kia,12529,Niro,Automatic,3,1,,True,5,DEALER,LX FWD,18498.0
273567317,0,SUV / Crossover,2019,21 MPG,13,FAIR_PRICE,99.43534,BLACK,ALL_WHEEL_DRIVE,V6,Kia,39098,Sorento,8-Speed Automatic,3,1,,True,7,DEALER,LX V6 AWD,19088.0
271566472,0,SUV / Crossover,2018,24 MPG,45,FAIR_PRICE,30.649776,BLACK,FRONT_WHEEL_DRIVE,I4,Kia,65092,Sorento,6-Speed Automatic,3,1,,True,7,DEALER,LX FWD,15000.0
